title,category,rating,price_gbp,price_incl_tax,stock_quantity,in_stock,upc,price_range,rating_label
When Breath Becomes Air,Nonfiction,2,39.36,39.36,8,Yes,b69c852e7e3956af,Médio,Ruim
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Travel,2,36.94,36.94,8,Yes,1809259a5a5f1d8d,Médio,Ruim
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Default,5,43.62,43.62,8,Yes,e0bdd79c7304ee8d,Caro,Excelente
The New Drawing on the Right Side of the Brain,Art,3,43.02,43.02,8,Yes,3eec766dda26fa64,Caro,Regular
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Nonfiction,4,28.45,28.45,8,Yes,5a0d2e9284004266,Médio,Bom
The Martian (The Martian #1),Default,2,41.39,41.39,8,Yes,9afd00e81d6208e6,Caro,Ruim
The High Mountains of Portugal,Fiction,1,51.15,51.15,8,Yes,4f283dfcbeccc0d4,Caro,Péssimo
The Grownup,Short Stories,1,35.88,35.88,8,Yes,1bba4b1ba23ed2d6,Médio,Péssimo
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,1,36.91,36.91,8,Yes,a2308a936e898d48,Médio,Péssimo
South of Sunshine,Young Adult,1,28.93,28.93,8,Yes,331c26103d885cae,Médio,Péssimo
Smarter Faster Better: The Secrets of Being Productive in Life and Business,Nonfiction,5,38.89,38.89,8,Yes,a2475a245c9907c4,Médio,Excelente
Silence in the Dark (Logan Point #4),Suspense,3,58.33,58.33,8,Yes,e46a164cf310fd7d,Caro,Regular
Shadows of the Past (Logan Point #1),Christian Fiction,5,39.67,39.67,8,Yes,bee6e93e9976f4fa,Médio,Excelente
Roller Girl,Sequential Art,5,14.1,14.1,8,Yes,aeb51dfbe8aeec59,Barato,Excelente
Rising Strong,Nonfiction,3,21.82,21.82,8,Yes,52fc458ffc756faf,Médio,Regular
Proofs of God: Classical Arguments from Tertullian to Barth,Philosophy,1,54.21,54.21,8,Yes,d56d0710668bb39c,Caro,Péssimo
Please Kill Me: The Uncensored Oral History of Punk,Music,4,31.19,31.19,8,Yes,4a823d80aa30dbb0,Médio,Bom
Out of Print: City Lights Spotlight No. 14,Poetry,5,53.64,53.64,8,Yes,c0fc0cd215ee1724,Caro,Excelente
My Life Next Door (My Life Next Door ),Young Adult,5,36.39,36.39,8,Yes,9a7291b89bd5445c,Médio,Excelente
Miller's Valley,Fiction,2,58.54,58.54,8,Yes,bff270fe9c86a5a9,Caro,Ruim
Man's Search for Meaning,Nonfiction,3,29.48,29.48,8,Yes,4729afff3bea0f0a,Médio,Regular
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Nonfiction,2,25.06,25.06,8,Yes,4d3a4c7b442a9a4e,Médio,Ruim
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Nonfiction,3,12.55,12.55,8,Yes,044534b0b28b4e87,Barato,Regular
Les Fleurs du Mal,Poetry,5,29.04,29.04,8,Yes,c44c5e1425475206,Médio,Excelente
Left Behind (Left Behind #1),Default,2,40.72,40.72,8,Yes,29af1a2566c4e36e,Caro,Ruim
Kill 'Em and Leave: Searching for James Brown and the American Soul,Music,5,45.05,45.05,8,Yes,39eefec3a8498dde,Caro,Excelente
Kierkegaard: A Christian Missionary to Christians,Philosophy,1,47.13,47.13,8,Yes,0cf57cb49272fd37,Caro,Péssimo
John Vassos: Industrial Design for Modern Life,Default,4,20.22,20.22,8,Yes,bd26e8a79a856c31,Médio,Bom
I'll Give You the Sun,Default,1,56.48,56.48,8,Yes,0ab4b35dcffcffd1,Caro,Péssimo
I Will Find You,Nonfiction,1,44.21,44.21,8,Yes,bbf1ea50be8008ab,Caro,Péssimo
Hystopia: A Novel,Fiction,4,21.96,21.96,8,Yes,0bfdef63285d3019,Médio,Bom
Howl and Other Poems,Poetry,2,40.45,40.45,8,Yes,b7870fa6dc088fbb,Caro,Ruim
History of Beauty,Art,4,10.29,10.29,8,Yes,8a150fd8ff5d7686,Barato,Bom
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Default,2,52.86,52.86,8,Yes,d48c1369927ebef1,Caro,Ruim
Future Shock (Future Shock #1),Young Adult,5,55.65,55.65,8,Yes,df6a7c43faa6732b,Caro,Excelente
Ender's Game (The Ender Quintet #1),Default,1,43.64,43.64,8,Yes,e049d44c4f1cf1b2,Caro,Péssimo
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Science,1,28.41,28.41,8,Yes,0c11e2d068768dbb,Médio,Péssimo
Death by Leisure: A Cautionary Tale,Default,4,37.51,37.51,8,Yes,4dbd54d9e36c9566,Médio,Bom
Brilliant Beacons: A History of the American Lighthouse,History,3,11.45,11.45,8,Yes,7f5157bf53065d36,Barato,Regular
Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,2,19.22,19.22,8,Yes,77e9ea355bd8ae57,Barato,Ruim
Between the World and Me,Nonfiction,4,56.91,56.91,8,Yes,04e3de7ac35ec5cd,Caro,Bom
Being Mortal: Medicine and What Matters in the End,Nonfiction,4,55.06,55.06,8,Yes,15ebd83e53d0391b,Caro,Bom
"A Murder Over a Girl: Justice, Gender, Junior High",Nonfiction,3,13.2,13.2,8,Yes,fef91502cbacf23a,Barato,Regular
32 Yolks,Food and Drink,2,53.63,53.63,8,Yes,b1a227b7609ff263,Caro,Ruim
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",History,5,44.48,44.48,8,Yes,f16c2edb2a603f92,Caro,Excelente
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,3,12.08,12.08,7,Yes,88ec621893e595d0,Barato,Regular
Wildlife of New York: A Five-Borough Coloring Book,Default,2,22.14,22.14,7,Yes,b46d022080543144,Médio,Ruim
What Happened on Beale Street (Secrets of the South Mysteries #2),Mystery,5,25.37,25.37,7,Yes,9735c969c652dd89,Médio,Excelente
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,2,46.33,46.33,7,Yes,48cb52d78c992487,Caro,Ruim
Under the Tuscan Sun,Travel,3,37.33,37.33,7,Yes,a94350ee74deaa07,Médio,Regular
Toddlers Are A**holes: It's Not Your Fault,Humor,1,25.55,25.55,7,Yes,4242cc3d0437db12,Médio,Péssimo
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,1,34.72,34.72,7,Yes,4a0b78598b42897a,Médio,Péssimo
The Whale,Childrens,4,35.96,35.96,7,Yes,0ff9d10864db8364,Médio,Bom
The Story of Art,Art,4,41.14,41.14,7,Yes,9147c5251cc99eb1,Caro,Bom
The Origin of Species,Science,4,10.01,10.01,7,Yes,0345872b14f9e774,Barato,Bom
The Great Gatsby,Default,4,36.05,36.05,7,Yes,a8dbf1c6b41b885a,Médio,Bom
The Good Girl,Default,3,49.03,49.03,7,Yes,f935412970c9f58f,Caro,Regular
The Glass Castle,Add a comment,1,16.24,16.24,7,Yes,47f4fd3e8e1dac05,Barato,Péssimo
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,1,39.55,39.55,7,Yes,57f85720e54d6442,Médio,Péssimo
The Drowning Girls,Add a comment,3,35.67,35.67,7,Yes,7a10353c9c54cf7c,Médio,Regular
The Constant Princess (The Tudor Court #1),Historical Fiction,3,16.62,16.62,7,Yes,24933c712f0bca2f,Barato,Regular
The Bourne Identity (Jason Bourne #1),Fiction,4,42.78,42.78,7,Yes,d250657f0ebc5d73,Caro,Bom
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Mystery,5,52.3,52.3,7,Yes,20789fb17b423c4c,Caro,Excelente
The Art Book,Art,2,32.34,32.34,7,Yes,4b8fa561a1e52d1c,Médio,Ruim
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Default,4,33.17,33.17,7,Yes,5fbd03b1ac0a0e69,Médio,Bom
Team of Rivals: The Political Genius of Abraham Lincoln,Add a comment,5,20.12,20.12,7,Yes,ba047a636b7d3793,Médio,Excelente
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Default,2,20.9,20.9,7,Yes,8776181be110838a,Médio,Ruim
"Sit, Stay, Love",Romance,3,20.9,20.9,7,Yes,bd087cf6a846db75,Médio,Regular
Sister Dear,Fiction,4,40.2,40.2,7,Yes,7ffebdd1d5148aef,Caro,Bom
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,3,52.87,52.87,7,Yes,9639e89d20228e6e,Caro,Regular
"Rich Dad, Poor Dad",Business,1,51.74,51.74,7,Yes,8486f61aa81a3daa,Caro,Péssimo
Raymie Nightingale,Childrens,2,34.41,34.41,7,Yes,31c56c4d0fe19340,Médio,Ruim
Playing from the Heart,Childrens,1,32.38,32.38,7,Yes,68008abf6409dfde,Médio,Péssimo
Nightstruck: A Novel,Young Adult,4,50.35,50.35,7,Yes,746029796363aa51,Caro,Bom
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Food and Drink,5,11.38,11.38,7,Yes,924438fc6cbec836,Barato,Excelente
Meternity,Womens Fiction,3,43.58,43.58,7,Yes,725cd8d23d78cdca,Caro,Regular
Memoirs of a Geisha,Fiction,3,49.67,49.67,7,Yes,dac4b5847454fd9b,Caro,Regular
Like Never Before (Walker Family #2),Christian Fiction,2,28.77,28.77,7,Yes,b6670507e85b30e6,Médio,Ruim
Life of Pi,Default,4,13.22,13.22,7,Yes,40cdcbb7692fd408,Barato,Bom
Leave This Song Behind: Teen Poetry at Its Best,Poetry,5,51.17,51.17,7,Yes,b74ee891e2a6dd69,Caro,Excelente
King's Folly (The Kinsman Chronicles #1),Fantasy,5,39.61,39.61,7,Yes,4c82371b8cd02d4d,Médio,Excelente
John Adams,Add a comment,4,57.43,57.43,7,Yes,68407606544d6f22,Caro,Bom
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,4,46.01,46.01,7,Yes,2a9fcb3382d351c8,Caro,Bom
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Food and Drink,2,28.25,28.25,7,Yes,eff5710404e2ff78,Médio,Ruim
Good in Bed (Cannie Shapiro #1),Add a comment,5,37.05,37.05,7,Yes,c00bc29a678a6efb,Médio,Excelente
"Fruits Basket, Vol. 7 (Fruits Basket #7)",Sequential Art,1,19.57,19.57,7,Yes,de6d7645f192d517,Barato,Péssimo
For the Love: Fighting for Grace in a World of Impossible Standards,Nonfiction,3,45.13,45.13,7,Yes,2e40333991f56f45,Caro,Regular
Finding God in the Ruins: How God Redeems Pain,Nonfiction,2,46.64,46.64,7,Yes,4e78f06160b717ac,Caro,Ruim
Every Heart a Doorway (Every Heart A Doorway #1),Fantasy,5,12.16,12.16,7,Yes,4fa75fc6829431ca,Barato,Excelente
Delivering the Truth (Quaker Midwife Mystery #1),Mystery,4,20.89,20.89,7,Yes,4e980425468708da,Médio,Bom
Counted With the Stars (Out from Egypt #1),Christian Fiction,5,17.97,17.97,7,Yes,4807043b8218e9ce,Barato,Excelente
"Chronicles, Vol. 1",Music,2,52.6,52.6,7,Yes,4781b6bfd6f7a2c5,Caro,Ruim
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,1,25.77,25.77,7,Yes,a322361a37a78d3d,Médio,Péssimo
Benjamin Franklin: An American Life,Biography,3,48.19,48.19,7,Yes,5b546a46a86a9d8c,Caro,Regular
"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Philosophy,5,29.93,29.93,7,Yes,6b52904b2ab91bf6,Médio,Excelente
A Summer In Europe,Travel,2,44.34,44.34,7,Yes,cc1936a9f4e93477,Caro,Ruim
A Short History of Nearly Everything,History,5,52.4,52.4,7,Yes,6c7fa6844380f50a,Caro,Excelente
A Gathering of Shadows (Shades of Magic #2),Fantasy,4,44.81,44.81,7,Yes,d1378a0ad06ff979,Caro,Bom
The Sound Of Love,Default,5,57.84,57.84,6,Yes,5ba3d703d1ae0c1d,Caro,Excelente
The Rise and Fall of the Third Reich: A History of Nazi Germany,History,2,39.67,39.67,6,Yes,774fa432bd7d9c47,Médio,Ruim
The Perks of Being a Wallflower,Default,3,55.02,55.02,6,Yes,fd364afd082f5446,Caro,Regular
The Mysterious Affair at Styles (Hercule Poirot #1),Mystery,4,24.8,24.8,6,Yes,2da5edf8b5776c9a,Médio,Bom
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,4,59.45,59.45,6,Yes,60376aa71be66083,Caro,Bom
The Makings of a Fatherless Child,Default,2,31.58,31.58,6,Yes,2efa5a839e62b1bd,Médio,Ruim
The Joy of Cooking,Add a comment,4,43.27,43.27,6,Yes,d326e189b1210916,Caro,Bom
The Invention of Wings,Historical Fiction,1,37.34,37.34,6,Yes,e6635f5b0a2c78db,Médio,Péssimo
The Hobbit (Middle-Earth Universe),Default,5,17.8,17.8,6,Yes,72b5355dda190b6a,Barato,Excelente
The Great Railway Bazaar,Travel,1,30.54,30.54,6,Yes,48736df57e7bec9f,Médio,Péssimo
The Golden Compass (His Dark Materials #1),Add a comment,1,18.77,18.77,6,Yes,d33824cb93ecab6f,Barato,Péssimo
The God Delusion,Add a comment,3,46.85,46.85,6,Yes,2bc80eba94950873,Caro,Regular
The Girl You Left Behind (The Girl You Left Behind #1),Historical,1,15.79,15.79,6,Yes,eb7459e0c570251d,Barato,Péssimo
The Fellowship of the Ring (The Lord of the Rings #1),Default,2,10.27,10.27,6,Yes,cb17945cb90b7837,Barato,Ruim
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Poetry,5,15.42,15.42,6,Yes,3d250ab0f12be445,Barato,Excelente
The Barefoot Contessa Cookbook,Food and Drink,5,59.92,59.92,6,Yes,6478ccb4416e6a5d,Caro,Excelente
Tell the Wolves I'm Home,Young Adult,2,50.96,50.96,6,Yes,2a1b3d967cda1da2,Caro,Ruim
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Default,3,30.6,30.6,6,Yes,8d8e9f9b8730eb25,Médio,Regular
Pride and Prejudice,Add a comment,4,19.27,19.27,6,Yes,720c36b2bee4692e,Barato,Bom
Musicophilia: Tales of Music and the Brain,Default,1,46.58,46.58,6,Yes,6d235933670503d9,Caro,Péssimo
Mere Christianity,Add a comment,3,48.51,48.51,6,Yes,f38f37ed934d84b2,Caro,Regular
Me Before You (Me Before You #1),Fiction,1,19.02,19.02,6,Yes,7a2b51f69e81c722,Barato,Péssimo
In the Woods (Dublin Murder Squad #1),Mystery,2,38.38,38.38,6,Yes,6958de044cb28a84,Médio,Ruim
In Cold Blood,Nonfiction,4,49.98,49.98,6,Yes,fe0f34ebed689381,Caro,Bom
How to Stop Worrying and Start Living,Self Help,5,46.49,46.49,6,Yes,e792c0969cefe1b8,Caro,Excelente
Give It Back,Thriller,2,18.32,18.32,6,Yes,012170e4fc87ace0,Barato,Ruim
"Girl, Interrupted",Nonfiction,3,42.14,42.14,6,Yes,384c7d41d5ffe9d1,Caro,Regular
Fun Home: A Family Tragicomic,Add a comment,4,56.59,56.59,6,Yes,56a34d0cec11d6b0,Caro,Bom
"Fruits Basket, Vol. 6 (Fruits Basket #6)",Sequential Art,4,20.96,20.96,6,Yes,97258f576d4bb672,Médio,Bom
Deception Point,Fiction,4,40.32,40.32,6,Yes,4e3b183180e2a992,Caro,Bom
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",Sequential Art,3,36.39,36.39,6,Yes,6e06d0f00f6da20f,Médio,Regular
Catherine the Great: Portrait of a Woman,History,4,58.55,58.55,6,Yes,f3c70d296ec796c4,Caro,Bom
Better Homes and Gardens New Cook Book,Food and Drink,3,39.61,39.61,6,Yes,faf841f81c52638b,Médio,Regular
An Unquiet Mind: A Memoir of Moods and Madness,Psychology,3,21.3,21.3,6,Yes,46cb43c2ab133ccc,Médio,Regular
A Year in Provence (Provence #1),Travel,4,56.88,56.88,6,Yes,9e60929f521fa280,Caro,Bom
World Without End (The Pillars of the Earth #2),Historical Fiction,4,32.97,32.97,5,Yes,2e5b4ff08a75fd02,Médio,Bom
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Young Adult,4,47.31,47.31,5,Yes,e75f3ae1da1cc652,Caro,Bom
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,2,48.67,48.67,5,Yes,759ee7d059b1beb8,Caro,Ruim
Where She Went (If I Stay #2),Young Adult,4,41.73,41.73,5,Yes,60369d96b7b80869,Caro,Bom
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Default,4,53.68,53.68,5,Yes,163d89116179c33f,Caro,Bom
Two Summers,Young Adult,1,14.64,14.64,5,Yes,3a7d54a264d9f33e,Barato,Péssimo
This Is Your Brain on Music: The Science of a Human Obsession,Music,1,38.4,38.4,5,Yes,bc209a900101f28d,Médio,Péssimo
The Secret Garden,Classics,4,15.08,15.08,5,Yes,abbb492978ff656d,Barato,Bom
The Raven King (The Raven Cycle #4),Add a comment,2,30.57,30.57,5,Yes,2e4fc5eacceec12c,Médio,Ruim
The Raven Boys (The Raven Cycle #1),Fantasy,4,57.74,57.74,5,Yes,e0b3a679b83caccc,Caro,Bom
The Power Greens Cookbook: 140 Delicious Superfood Recipes,Food and Drink,5,11.05,11.05,5,Yes,f701fae56b645ef7,Barato,Excelente
The Metamorphosis,Classics,1,28.58,28.58,5,Yes,93379e3a2072a01b,Médio,Péssimo
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,History,5,42.91,42.91,5,Yes,0d210d2448c3018f,Caro,Excelente
The Little Paris Bookshop,Fiction,3,24.73,24.73,5,Yes,dfd9ff1f343cdaff,Médio,Regular
The Hiding Place,History,4,55.91,55.91,5,Yes,c4589ee5977a47be,Caro,Bom
The Grand Design,Science,3,13.76,13.76,5,Yes,3213b1f13f5f0f7c,Barato,Regular
The Firm,Fiction,3,45.56,45.56,5,Yes,ad84f18659e6bfe2,Caro,Regular
The Fault in Our Stars,Default,1,47.22,47.22,5,Yes,3661360c99719414,Caro,Péssimo
The False Prince (The Ascendance Trilogy #1),Fantasy,5,56.0,56.0,5,Yes,a2a9f76339d21ab1,Caro,Excelente
The Expatriates,Fiction,2,44.58,44.58,5,Yes,fe7210553d56c097,Caro,Ruim
The Dream Thieves (The Raven Cycle #2),Default,1,34.5,34.5,5,Yes,fec06f52054ea900,Médio,Péssimo
The Darkest Corners,Young Adult,5,11.33,11.33,5,Yes,c4182bdb53e2459a,Barato,Excelente
The Crossover,Poetry,4,38.77,38.77,5,Yes,b228042c088b1913,Médio,Bom
The 5th Wave (The 5th Wave #1),Default,2,11.83,11.83,5,Yes,b716233fcb6877e6,Barato,Ruim
Tell the Wind and Fire,Fantasy,3,45.51,45.51,5,Yes,84126312e2431a09,Caro,Regular
Tell Me Three Things,Young Adult,1,41.81,41.81,5,Yes,50d5a7b861ed1c54,Caro,Péssimo
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Nonfiction,4,25.15,25.15,5,Yes,1dba84766a5e87b8,Médio,Bom
Siddhartha,Fiction,5,34.22,34.22,5,Yes,84bb29c53592ac40,Médio,Excelente
Shiver (The Wolves of Mercy Falls #1),Default,5,16.23,16.23,5,Yes,59a8ae019b64f2a7,Barato,Excelente
Remember Me?,Default,3,11.48,11.48,5,Yes,2973d38c2fbd7a5c,Barato,Regular
Red Dragon (Hannibal Lecter #1),Horror,3,23.37,23.37,5,Yes,e958ae92f328c181,Médio,Regular
Peak: Secrets from the New Science of Expertise,Science,2,16.28,16.28,5,Yes,6036239d2ab349b7,Barato,Ruim
My Mother Was Nuts,Nonfiction,4,31.63,31.63,5,Yes,a4ce39a3720cd679,Médio,Bom
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Food and Drink,5,24.91,24.91,5,Yes,12a90b90283b2e6d,Médio,Excelente
Maybe Something Beautiful: How Art Transformed a Neighborhood,Childrens,1,22.54,22.54,5,Yes,81c68492ccd72941,Médio,Péssimo
Lola and the Boy Next Door (Anna and the French Kiss #2),Young Adult,4,23.63,23.63,5,Yes,5e1a88d248599768,Médio,Bom
Logan Kade (Fallen Crest High #5.5),Academic,2,13.12,13.12,5,Yes,7093cf549cd2e7de,Barato,Ruim
Last One Home (New Beginnings #1),Fiction,3,59.98,59.98,5,Yes,07e6810fd3236bda,Caro,Regular
Killing Floor (Jack Reacher #1),Thriller,4,31.49,31.49,5,Yes,8dde2ff3f6fcc0a3,Médio,Bom
Kill the Boy Band,Young Adult,5,15.52,15.52,5,Yes,44f545727e704187,Barato,Excelente
Isla and the Happily Ever After (Anna and the French Kiss #3),Young Adult,5,48.13,48.13,5,Yes,45045146dbf7b009,Caro,Excelente
If I Stay (If I Stay #1),Default,5,38.13,38.13,5,Yes,7284d85428305f5a,Médio,Excelente
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Default,2,36.55,36.55,5,Yes,d219d4e325e6f204,Médio,Ruim
Harry Potter and the Deathly Hallows (Harry Potter #7),Default,1,23.32,23.32,5,Yes,6c49258724f11770,Médio,Péssimo
"Fruits Basket, Vol. 5 (Fruits Basket #5)",Sequential Art,1,16.33,16.33,5,Yes,3fd83dcf37bf1bc0,Barato,Péssimo
Foundation (Foundation (Publication Order) #1),Science Fiction,1,32.42,32.42,5,Yes,3fc124f59f3068e4,Médio,Péssimo
Fool Me Once,Default,1,16.96,16.96,5,Yes,630e766f0a1987dd,Barato,Péssimo
Find Her (Detective D.D. Warren #8),Add a comment,1,22.37,22.37,5,Yes,b28c7d07afa7063b,Médio,Péssimo
Evicted: Poverty and Profit in the American City,Add a comment,1,42.27,42.27,5,Yes,75cc85cdbe9ad46b,Caro,Péssimo
Drama,Default,2,38.7,38.7,5,Yes,d5ad4c92d8bf26c9,Médio,Ruim
Dracula the Un-Dead,Horror,5,35.63,35.63,5,Yes,e46b1074b99ac4b6,Médio,Excelente
Digital Fortress,Fiction,5,58.0,58.0,5,Yes,94bb629a3f6dd00b,Caro,Excelente
"Death Note, Vol. 5: Whiteout (Death Note #5)",Sequential Art,1,52.41,52.41,5,Yes,1c0a38899c82b60a,Caro,Péssimo
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,3,32.35,32.35,5,Yes,bcf567421c581f0a,Médio,Regular
Critique of Pure Reason,Philosophy,1,20.75,20.75,5,Yes,429b4a811bef386c,Médio,Péssimo
Booked,Poetry,5,17.49,17.49,5,Yes,b54d7416bb445989,Barato,Excelente
"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,5,34.13,34.13,5,Yes,ad5e078beceaeb4a,Médio,Excelente
Approval Junkie: Adventures in Caring Too Much,Autobiography,5,58.81,58.81,5,Yes,612369a5947a012e,Caro,Excelente
An Abundance of Katherines,Young Adult,5,10.0,10.0,5,Yes,f36d24c309e87e5b,Barato,Excelente
America's War for the Greater Middle East: A Military History,History,2,51.22,51.22,5,Yes,add33db6ff80db24,Caro,Ruim
Alight (The Generations Trilogy #2),Default,4,58.59,58.59,5,Yes,d9290e99f189ce84,Caro,Bom
A Girl's Guide to Moving On (New Beginnings #2),Romance,1,31.3,31.3,5,Yes,cf3b86489890b9f2,Médio,Péssimo
A Game of Thrones (A Song of Ice and Fire #1),Add a comment,2,46.42,46.42,5,Yes,03cbb67c0f990d87,Caro,Ruim
A Feast for Crows (A Song of Ice and Fire #4),Fantasy,4,17.21,17.21,5,Yes,f2c8f4b4c94d5c5c,Barato,Bom
A Clash of Kings (A Song of Ice and Fire #2),Add a comment,3,10.79,10.79,5,Yes,89a89e76f3516357,Barato,Regular
Vogue Colors A to Z: A Fashion Coloring Book,Default,4,52.35,52.35,4,Yes,a8f4577a48023344,Caro,Bom
The Shining (The Shining #1),Default,3,27.88,27.88,4,Yes,d4de23aa98acc65b,Médio,Regular
The Pilgrim's Progress,Classics,2,50.26,50.26,4,Yes,6053ddf69c967d5f,Caro,Ruim
The Perfect Play (Play by Play #1),Romance,3,59.99,59.99,4,Yes,9cc207168a03470d,Caro,Regular
The Passion of Dolssa,Historical Fiction,5,28.32,28.32,4,Yes,011674f4a3834b8d,Médio,Excelente
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,3,38.71,38.71,4,Yes,6a57286a8890d8c5,Médio,Regular
The Hunger Games (The Hunger Games #1),Default,5,29.85,29.85,4,Yes,6d2f70d9424f41a1,Médio,Excelente
The Hound of the Baskervilles (Sherlock Holmes #5),Classics,2,14.82,14.82,4,Yes,6587f46697fc4443,Barato,Ruim
The Gunning of America: Business and the Making of American Gun Culture,Nonfiction,4,16.81,16.81,4,Yes,45033bdf3d9ed158,Barato,Bom
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Nonfiction,2,28.23,28.23,4,Yes,c65ee14957c0fa5c,Médio,Ruim
The Demonists (Demonist #1),Fantasy,2,52.11,52.11,4,Yes,ff2dffba388d9922,Caro,Ruim
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Sequential Art,2,27.88,27.88,4,Yes,df53c2948b32bde3,Médio,Ruim
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,3,59.71,59.71,4,Yes,9c4d061c1e2fe6bf,Caro,Regular
The Beast (Black Dagger Brotherhood #14),Fantasy,5,46.08,46.08,4,Yes,8930013d06942df1,Caro,Excelente
Some Women,Womens Fiction,5,13.73,13.73,4,Yes,31f5bbf4974d29c9,Barato,Excelente
Shopaholic Ties the Knot (Shopaholic #3),Womens Fiction,5,48.39,48.39,4,Yes,38199c5d7da0c0ef,Caro,Excelente
Paper and Fire (The Great Library #2),Fantasy,5,49.45,49.45,4,Yes,ae884ac655d6ee3e,Caro,Excelente
Outlander (Outlander #1),Default,5,19.67,19.67,4,Yes,5de4baa88061a77a,Barato,Excelente
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Music,3,12.36,12.36,4,Yes,2ba5ccc84d35006c,Barato,Regular
No One Here Gets Out Alive,Music,5,20.02,20.02,4,Yes,3a95f5a2df4ff921,Médio,Excelente
Night Shift (Night Shift #1-20),Horror,4,12.75,12.75,4,Yes,869d20b3b8128230,Barato,Bom
Needful Things,Horror,4,47.51,47.51,4,Yes,70b585c9d0f15725,Caro,Bom
Mockingjay (The Hunger Games #3),Default,4,20.44,20.44,4,Yes,5212c6acea3359e5,Médio,Bom
Misery,Horror,2,34.79,34.79,4,Yes,81d4191030b9704b,Médio,Ruim
Little Women (Little Women #1),Classics,4,28.07,28.07,4,Yes,deda806b68b0aa11,Médio,Bom
It,Horror,3,25.01,25.01,4,Yes,670a2773607d785d,Médio,Regular
Harry Potter and the Sorcerer's Stone (Harry Potter #1),Default,3,13.9,13.9,4,Yes,ac337893a9fe0085,Barato,Regular
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Young Adult,4,24.17,24.17,4,Yes,eff24325e0ede639,Médio,Bom
Harry Potter and the Order of the Phoenix (Harry Potter #5),Fantasy,4,31.63,31.63,4,Yes,5a6b7155f2797537,Médio,Bom
Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,5,48.75,48.75,4,Yes,73f4f87dd936ee5c,Caro,Excelente
Harry Potter and the Chamber of Secrets (Harry Potter #2),Fantasy,1,14.74,14.74,4,Yes,c7c4f55b7321cba7,Barato,Péssimo
Gone with the Wind,Classics,3,32.49,32.49,4,Yes,23310ce84d3c9f85,Médio,Regular
God Is Not Great: How Religion Poisons Everything,Nonfiction,1,27.8,27.8,4,Yes,ddbc5530d2939d49,Médio,Péssimo
